datetime,count
2024-08-19T14:08:00,0
2024-08-19T14:32:00,0
2024-08-19T14:34:00,0
2024-08-19T14:35:00,0
2024-08-19T14:36:00,1
2024-08-19T14:38:00,0
2024-08-19T15:02:00,0
2024-08-19T15:04:00,0
2024-08-19T15:05:00,0
2024-08-19T15:06:00,0
2024-08-19T15:08:00,0
2024-08-19T15:32:00,0
2024-08-19T15:34:00,0
2024-08-19T15:35:00,0
2024-08-19T15:36:00,0
2024-08-19T15:38:00,0
2024-08-19T16:02:00,0
2024-08-19T16:04:00,0
2024-08-19T16:05:00,0
2024-08-19T16:06:00,1
2024-08-19T16:08:00,2
2024-08-19T16:32:00,0
2024-08-19T16:34:00,0
2024-08-19T16:35:00,0
2024-08-19T16:36:00,0
2024-08-19T16:38:00,1
2024-08-19T17:02:00,0
2024-08-19T17:04:00,1
2024-08-19T17:05:00,1
2024-08-19T17:06:00,1
2024-08-19T17:08:00,0
2024-08-19T17:32:00,0
2024-08-19T17:34:00,1
2024-08-19T17:35:00,0
2024-08-19T17:36:00,1
2024-08-19T17:38:00,0
2024-08-19T18:02:00,0
2024-08-19T18:04:00,0
2024-08-19T18:05:00,0
2024-08-19T18:06:00,2
2024-08-19T18:08:00,1
2024-08-19T18:32:00,0
2024-08-19T18:34:00,0
2024-08-19T18:35:00,2
2024-08-19T18:36:00,1
2024-08-19T18:38:00,0
2024-08-19T19:02:00,0
2024-08-19T19:04:00,0
2024-08-19T19:05:00,1
2024-08-19T19:06:00,1
2024-08-19T19:08:00,0
2024-08-19T19:32:00,0
2024-08-19T19:34:00,0
2024-08-19T19:35:00,1
2024-08-19T19:36:00,0
2024-08-19T19:38:00,0
2024-08-19T20:02:00,0
2024-08-19T20:04:00,0
2024-08-19T20:05:00,0
2024-08-19T20:06:00,0
2024-08-19T20:08:00,0
2024-08-19T20:32:00,0
2024-08-19T20:34:00,0
2024-08-19T20:35:00,0
2024-08-19T20:36:00,0
2024-08-19T20:38:00,0
2024-08-20T06:03:00,0
2024-08-20T06:04:00,0
2024-08-20T06:05:00,0
2024-08-20T06:07:00,0
2024-08-20T06:08:00,0
2024-08-20T06:32:00,0
2024-08-20T06:34:00,0
2024-08-20T06:35:00,0
2024-08-20T06:36:00,1
2024-08-20T06:38:00,0
2024-08-20T07:02:00,1
2024-08-20T07:04:00,3
2024-08-20T07:05:00,1
2024-08-20T07:06:00,1
2024-08-20T07:08:00,0
2024-08-20T07:32:00,0
2024-08-20T07:34:00,0
2024-08-20T07:35:00,0
2024-08-20T07:36:00,0
2024-08-20T07:38:00,0
2024-08-20T08:02:00,0
2024-08-20T08:04:00,0
2024-08-20T08:05:00,1
2024-08-20T08:06:00,1
2024-08-20T08:08:00,0
2024-08-20T08:32:00,0
2024-08-20T08:34:00,1
2024-08-20T08:35:00,1
2024-08-20T08:36:00,0
2024-08-20T08:38:00,0
2024-08-20T09:02:00,1
2024-08-20T09:04:00,0
2024-08-20T09:05:00,0
2024-08-20T09:06:00,1
2024-08-20T09:08:00,1
2024-08-20T09:32:00,0
2024-08-20T09:34:00,0
2024-08-20T09:35:00,0
2024-08-20T09:36:00,0
2024-08-20T09:38:00,1
2024-08-20T10:02:00,0
2024-08-20T10:04:00,0
2024-08-20T10:05:00,1
2024-08-20T10:06:00,1
2024-08-20T10:08:00,1
2024-08-20T10:32:00,0
2024-08-20T10:34:00,1
2024-08-20T10:35:00,0
2024-08-20T10:36:00,0
2024-08-20T10:38:00,1
2024-08-20T11:02:00,1
2024-08-20T11:04:00,0
2024-08-20T11:05:00,2
2024-08-20T11:06:00,2
2024-08-20T11:08:00,1
2024-08-20T11:32:00,1
2024-08-20T11:34:00,0
2024-08-20T11:35:00,0
2024-08-20T11:36:00,1
2024-08-20T11:38:00,1
2024-08-20T12:02:00,0
2024-08-20T12:04:00,0
2024-08-20T12:05:00,0
2024-08-20T12:06:00,1
2024-08-20T12:08:00,1
2024-08-20T12:32:00,0
2024-08-20T12:34:00,0
2024-08-20T12:35:00,1
2024-08-20T12:36:00,0
2024-08-20T12:38:00,1
2024-08-20T13:02:00,0
2024-08-20T13:04:00,0
2024-08-20T13:05:00,0
2024-08-20T13:06:00,1
2024-08-20T13:08:00,0
2024-08-20T13:32:00,0
2024-08-20T13:34:00,1
2024-08-20T13:35:00,0
2024-08-20T13:36:00,0
2024-08-20T13:38:00,0
2024-08-20T14:02:00,0
2024-08-20T14:04:00,0
2024-08-20T14:05:00,0
2024-08-20T14:06:00,0
2024-08-20T14:08:00,0
2024-08-20T14:32:00,0
2024-08-20T14:34:00,0
2024-08-20T14:35:00,1
2024-08-20T14:36:00,0
2024-08-20T14:38:00,0
2024-08-20T15:02:00,0
2024-08-20T15:04:00,0
2024-08-20T15:05:00,1
2024-08-20T15:06:00,0
2024-08-20T15:08:00,0
2024-08-20T15:32:00,0
2024-08-20T15:34:00,0
2024-08-20T15:35:00,1
2024-08-20T15:36:00,0
2024-08-20T15:38:00,0
2024-08-20T16:02:00,0
2024-08-20T16:04:00,2
2024-08-20T16:05:00,2
2024-08-20T16:06:00,0
2024-08-20T16:08:00,0
2024-08-20T16:32:00,0
2024-08-20T16:34:00,2
2024-08-20T16:35:00,1
2024-08-20T16:36:00,1
2024-08-20T16:38:00,0
2024-08-20T17:02:00,0
2024-08-20T17:04:00,1
2024-08-20T17:05:00,1
2024-08-20T17:06:00,1
2024-08-20T17:08:00,0
2024-08-20T17:32:00,0
2024-08-20T17:34:00,2
2024-08-20T17:35:00,1
2024-08-20T17:36:00,1
2024-08-20T17:38:00,0
2024-08-20T18:02:00,0
2024-08-20T18:04:00,2
2024-08-20T18:05:00,2
2024-08-20T18:06:00,0
2024-08-20T18:08:00,0
2024-08-20T18:32:00,0
2024-08-20T18:34:00,1
2024-08-20T18:35:00,1
2024-08-20T18:36:00,1
2024-08-20T18:38:00,0
2024-08-20T19:02:00,0
2024-08-20T19:04:00,1
2024-08-20T19:05:00,1
2024-08-20T19:06:00,0
2024-08-20T19:08:00,0
2024-08-20T19:32:00,0
2024-08-20T19:34:00,1
2024-08-20T19:35:00,0
2024-08-20T19:36:00,0
2024-08-20T19:38:00,0
2024-08-20T20:02:00,0
2024-08-20T20:04:00,0
2024-08-20T20:05:00,0
2024-08-20T20:06:00,0
2024-08-20T20:08:00,0
2024-08-20T20:32:00,0
2024-08-20T20:34:00,0
2024-08-20T20:35:00,0
2024-08-20T20:36:00,0
2024-08-20T20:38:00,0
2024-08-21T06:03:00,0
2024-08-21T06:04:00,0
2024-08-21T06:05:00,0
2024-08-21T06:07:00,0
2024-08-21T06:08:00,0
2024-08-21T06:31:00,0
2024-08-21T06:33:00,0
2024-08-21T06:34:00,0
2024-08-21T06:35:00,1
2024-08-21T06:37:00,0
2024-08-21T07:01:00,2
2024-08-21T07:03:00,1
2024-08-21T07:04:00,0
2024-08-21T07:05:00,1
2024-08-21T07:07:00,0
2024-08-21T07:31:00,3
2024-08-21T07:33:00,1
2024-08-21T07:34:00,2
2024-08-21T07:35:00,1
2024-08-21T07:37:00,0
2024-08-21T08:01:00,2
2024-08-21T08:03:00,2
2024-08-21T08:04:00,0
2024-08-21T08:05:00,1
2024-08-21T08:07:00,0
2024-08-21T08:31:00,2
2024-08-21T08:33:00,2
2024-08-21T08:34:00,1
2024-08-21T08:35:00,3
2024-08-21T08:37:00,0
2024-08-21T09:01:00,2
2024-08-21T09:03:00,1
2024-08-21T09:04:00,2
2024-08-21T09:05:00,2
2024-08-21T09:07:00,0
2024-08-21T09:31:00,2
2024-08-21T09:33:00,3
2024-08-21T09:34:00,2
2024-08-21T09:35:00,2
2024-08-21T09:37:00,0
2024-08-21T10:01:00,2
2024-08-21T10:03:00,3
2024-08-21T10:04:00,2
2024-08-21T10:05:00,1
2024-08-21T10:07:00,0
2024-08-21T10:31:00,3
2024-08-21T10:33:00,3
2024-08-21T10:34:00,3
2024-08-21T10:35:00,1
2024-08-21T10:37:00,0
2024-08-21T11:01:00,2
2024-08-21T11:03:00,3
2024-08-21T11:04:00,3
2024-08-21T11:05:00,1
2024-08-21T11:07:00,0
2024-08-21T11:31:00,2
2024-08-21T11:33:00,2
2024-08-21T11:34:00,3
2024-08-21T11:35:00,0
2024-08-21T11:37:00,0
2024-08-21T12:01:00,1
2024-08-21T12:03:00,1
2024-08-21T12:04:00,2
2024-08-21T12:05:00,0
2024-08-21T12:07:00,0
2024-08-21T12:31:00,0
2024-08-21T12:33:00,0
2024-08-21T12:34:00,0
2024-08-21T12:35:00,0
2024-08-21T12:37:00,0
2024-08-21T13:01:00,0
2024-08-21T13:03:00,0
2024-08-21T13:04:00,0
2024-08-21T13:05:00,0
2024-08-21T13:07:00,0
2024-08-21T13:31:00,0
2024-08-21T13:33:00,0
2024-08-21T13:34:00,0
2024-08-21T13:35:00,0
2024-08-21T13:37:00,0
2024-08-21T14:01:00,0
2024-08-21T14:03:00,0
2024-08-21T14:04:00,0
2024-08-21T14:05:00,0
2024-08-21T14:07:00,0
2024-08-21T14:31:00,0
2024-08-21T14:33:00,0
2024-08-21T14:34:00,0
2024-08-21T14:35:00,0
2024-08-21T14:37:00,0
2024-08-21T15:01:00,0
2024-08-21T15:03:00,0
2024-08-21T15:04:00,0
2024-08-21T15:05:00,0
2024-08-21T15:07:00,0
2024-08-21T15:31:00,0
2024-08-21T15:33:00,0
2024-08-21T15:34:00,0
2024-08-21T15:35:00,0
2024-08-21T15:37:00,0
2024-08-21T16:01:00,0
2024-08-21T16:03:00,1
2024-08-21T16:04:00,0
2024-08-21T16:05:00,0
2024-08-21T16:07:00,0
2024-08-21T16:31:00,1
2024-08-21T16:33:00,1
2024-08-21T16:34:00,1
2024-08-21T16:35:00,1
2024-08-21T16:37:00,0
2024-08-21T17:01:00,1
2024-08-21T17:03:00,0
2024-08-21T17:04:00,1
2024-08-21T17:05:00,1
2024-08-21T17:07:00,0
2024-08-21T17:31:00,1
2024-08-21T17:33:00,0
2024-08-21T17:34:00,1
2024-08-21T17:35:00,0
2024-08-21T17:37:00,0
2024-08-21T18:01:00,0
2024-08-21T18:03:00,1
2024-08-21T18:04:00,1
2024-08-21T18:05:00,1
2024-08-21T18:07:00,0
2024-08-21T18:31:00,2
2024-08-21T18:33:00,1
2024-08-21T18:34:00,2
2024-08-21T18:35:00,0
2024-08-21T18:37:00,0
2024-08-21T19:01:00,1
2024-08-21T19:03:00,0
2024-08-21T19:04:00,1
2024-08-21T19:05:00,0
2024-08-21T19:07:00,0
2024-08-21T19:31:00,0
2024-08-21T19:33:00,0
2024-08-21T19:34:00,1
2024-08-21T19:35:00,0
2024-08-21T19:37:00,0
2024-08-21T20:01:00,0
2024-08-21T20:03:00,0
2024-08-21T20:04:00,0
2024-08-21T20:05:00,0
2024-08-21T20:07:00,0
2024-08-21T20:31:00,0
2024-08-21T20:33:00,0
2024-08-21T20:34:00,0
2024-08-21T20:35:00,0
2024-08-21T20:37:00,0
2024-08-22T06:03:00,0
2024-08-22T06:04:00,0
2024-08-22T06:05:00,0
2024-08-22T06:07:00,0
2024-08-22T06:08:00,0
2024-08-22T06:32:00,0
2024-08-22T06:34:00,1
2024-08-22T06:35:00,0
2024-08-22T06:36:00,0
2024-08-22T06:38:00,0
2024-08-22T07:02:00,0
2024-08-22T07:04:00,0
2024-08-22T07:05:00,2
2024-08-22T07:06:00,1
2024-08-22T07:08:00,0
2024-08-22T07:32:00,2
2024-08-22T07:34:00,1
2024-08-22T07:35:00,0
2024-08-22T07:36:00,0
2024-08-22T07:38:00,0
2024-08-22T08:02:00,0
2024-08-22T08:04:00,0
2024-08-22T08:05:00,0
2024-08-22T08:06:00,0
2024-08-22T08:08:00,0
2024-08-22T08:32:00,1
2024-08-22T08:34:00,0
2024-08-22T08:35:00,1
2024-08-22T08:36:00,0
2024-08-22T08:38:00,0
2024-08-22T09:02:00,1
2024-08-22T09:04:00,0
2024-08-22T09:05:00,0
2024-08-22T09:06:00,0
2024-08-22T09:08:00,0
2024-08-22T09:32:00,0
2024-08-22T09:34:00,0
2024-08-22T09:35:00,0
2024-08-22T09:36:00,0
2024-08-22T09:38:00,0
2024-08-22T10:02:00,0
2024-08-22T10:04:00,0
2024-08-22T10:05:00,0
2024-08-22T10:06:00,0
2024-08-22T10:08:00,0
2024-08-22T10:32:00,0
2024-08-22T10:34:00,0
2024-08-22T10:35:00,0
2024-08-22T10:36:00,0
2024-08-22T10:38:00,0
2024-08-22T11:02:00,0
2024-08-22T11:04:00,1
2024-08-22T11:05:00,2
2024-08-22T11:06:00,0
2024-08-22T11:08:00,0
2024-08-22T11:32:00,0
2024-08-22T11:34:00,1
2024-08-22T11:35:00,0
2024-08-22T11:36:00,0
2024-08-22T11:38:00,0
2024-08-22T12:02:00,0
2024-08-22T12:04:00,2
2024-08-22T12:05:00,3
2024-08-22T12:06:00,0
2024-08-22T12:08:00,0
2024-08-22T12:32:00,0
2024-08-22T12:34:00,0
2024-08-22T12:35:00,1
2024-08-22T12:36:00,0
2024-08-22T12:38:00,0
2024-08-22T13:02:00,0
2024-08-22T13:04:00,0
2024-08-22T13:05:00,2
2024-08-22T13:06:00,0
2024-08-22T13:08:00,0
2024-08-22T13:32:00,1
2024-08-22T13:34:00,2
2024-08-22T13:35:00,2
2024-08-22T13:36:00,0
2024-08-22T13:38:00,0
2024-08-22T14:02:00,0
2024-08-22T14:04:00,0
2024-08-22T14:05:00,0
2024-08-22T14:06:00,0
2024-08-22T14:08:00,0
2024-08-22T14:32:00,0
2024-08-22T14:34:00,0
2024-08-22T14:35:00,0
2024-08-22T14:36:00,0
2024-08-22T14:38:00,0
2024-08-22T15:02:00,0
2024-08-22T15:04:00,0
2024-08-22T15:05:00,0
2024-08-22T15:06:00,0
2024-08-22T15:08:00,0
2024-08-22T15:32:00,0
2024-08-22T15:34:00,0
2024-08-22T15:35:00,0
2024-08-22T15:36:00,0
2024-08-22T15:38:00,0
2024-08-22T16:02:00,1
2024-08-22T16:04:00,0
2024-08-22T16:05:00,1
2024-08-22T16:06:00,0
2024-08-22T16:08:00,0
2024-08-22T16:32:00,1
2024-08-22T16:34:00,1
2024-08-22T16:35:00,2
2024-08-22T16:36:00,0
